"","Source.Label","Target.Label","Subject","SentDate","SentTime","Source","Target","MainSubject"
"106","Linnea Bergen","Edvard Vann","re: upcoming birthdays",2014-01-06,"11:16",39,50,"Non-work related"
"107","Linnea Bergen","Emile Arpa","re: upcoming birthdays",2014-01-06,"11:16",39,27,"Non-work related"
"108","Linnea Bergen","Varro Awelon","re: upcoming birthdays",2014-01-06,"11:16",39,28,"Non-work related"
"109","Linnea Bergen","Mat Bramar","re: upcoming birthdays",2014-01-06,"11:16",39,1,"Non-work related"
"110","Linnea Bergen","Dante Coginian","re: upcoming birthdays",2014-01-06,"11:16",39,29,"Non-work related"
"111","Linnea Bergen","Carla Forluniau","re: upcoming birthdays",2014-01-06,"11:16",39,6,"Non-work related"
"112","Linnea Bergen","Linda Lagos","re: upcoming birthdays",2014-01-06,"11:16",39,4,"Non-work related"
"113","Linnea Bergen","Cornelia Lais","re: upcoming birthdays",2014-01-06,"11:16",39,7,"Non-work related"
"114","Linnea Bergen","Ruscella Mies Haber","re: upcoming birthdays",2014-01-06,"11:16",39,5,"Non-work related"
"115","Linnea Bergen","Anda Ribera","re: upcoming birthdays",2014-01-06,"11:16",39,2,"Non-work related"
"116","Lucas Alcazar","Nils Calixto","gt-seismicprocessorpro bug report",2014-01-06,"11:23",40,42,"Work related"
"117","Lucas Alcazar","Sven Flecha","gt-seismicprocessorpro bug report",2014-01-06,"11:23",40,43,"Work related"
"118","Isak Baza","Lucas Alcazar","re: gt-seismicprocessorpro bug report",2014-01-06,"11:34",41,40,"Work related"
"119","Lucas Alcazar","Isak Baza","re: gt-seismicprocessorpro bug report",2014-01-06,"11:40",40,41,"Work related"
"120","Sten Sanjorge Jr.","Orhan Strum","ipo",2014-01-06,"11:53",22,25,"Work related"
"121","Sten Sanjorge Jr.","Willem Vasco-Pais","ipo",2014-01-06,"11:53",22,21,"Work related"
"122","Mat Bramar","Anda Ribera","craft night",2014-01-06,"12:05",1,2,"Non-work related"
"123","Mat Bramar","Rachel Pantanal","craft night",2014-01-06,"12:05",1,3,"Non-work related"
"124","Mat Bramar","Linda Lagos","craft night",2014-01-06,"12:05",1,4,"Non-work related"
"125","Mat Bramar","Ruscella Mies Haber","craft night",2014-01-06,"12:05",1,5,"Non-work related"
"126","Mat Bramar","Carla Forluniau","craft night",2014-01-06,"12:05",1,6,"Non-work related"
"127","Mat Bramar","Cornelia Lais","craft night",2014-01-06,"12:05",1,7,"Non-work related"
"128","Lucas Alcazar","Isak Baza","re: gt-seismicprocessorpro bug report",2014-01-06,"12:05",40,41,"Work related"
"129","Ingrid Barranco","Loreto Bodrogi","re: plants",2014-01-06,"12:15",23,52,"Non-work related"
"130","Axel Calzas","Felix Balas","wellhead flow rate data",2014-01-06,"12:15",10,15,"Work related"
"131","Axel Calzas","Lars Azada","wellhead flow rate data",2014-01-06,"12:15",10,14,"Work related"
"132","Axel Calzas","Elsa Orilla","wellhead flow rate data",2014-01-06,"12:15",10,12,"Work related"
"133","Axel Calzas","Birgitta Frente","wellhead flow rate data",2014-01-06,"12:15",10,17,"Work related"
"134","Axel Calzas","Kare Orilla","wellhead flow rate data",2014-01-06,"12:15",10,11,"Work related"
"135","Axel Calzas","Isande Borrasca","wellhead flow rate data",2014-01-06,"12:15",10,9,"Work related"
"136","Axel Calzas","Gustav Cazar","wellhead flow rate data",2014-01-06,"12:15",10,19,"Work related"
"137","Axel Calzas","Vira Frente","wellhead flow rate data",2014-01-06,"12:15",10,20,"Work related"
"138","Lars Azada","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"12:21",14,17,"Work related"
"139","Lars Azada","Felix Balas","re: wellhead flow rate data",2014-01-06,"12:21",14,15,"Work related"
"140","Stenig Fusil","Orhan Strum","re: service anniversary",2014-01-06,"12:28",46,25,"Work related"
"141","Orhan Strum","Stenig Fusil","re: service anniversary",2014-01-06,"12:28",25,46,"Work related"
"142","Albina Hafon","Dante Coginian","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,29,"Work related"
"143","Albina Hafon","Irene Nant","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,37,"Work related"
"144","Albina Hafon","Dylan Scozzese","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,38,"Work related"
"145","Albina Hafon","Benito Hawelon","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,31,"Work related"
"146","Albina Hafon","Valeria Morlun","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,34,"Work related"
"147","Albina Hafon","Adan Morlun","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,35,"Work related"
"148","Albina Hafon","Emile Arpa","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,27,"Work related"
"149","Nils Calixto","Sven Flecha","re: gt-seismicprocessorpro bug report",2014-01-06,"12:34",42,43,"Work related"
"150","Felix Balas","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"12:36",15,17,"Work related"
"151","Felix Balas","Lars Azada","re: wellhead flow rate data",2014-01-06,"12:36",15,14,"Work related"
"152","Felix Balas","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"12:37",15,17,"Work related"
"153","Felix Balas","Lars Azada","re: wellhead flow rate data",2014-01-06,"12:37",15,14,"Work related"
"154","Lars Azada","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"12:39",14,17,"Work related"
"155","Lars Azada","Felix Balas","re: wellhead flow rate data",2014-01-06,"12:39",14,15,"Work related"
"156","Loreto Bodrogi","Varja Lagos","re: patrol schedule changes",2014-01-06,"12:44",52,45,"Work related"
"157","Loreto Bodrogi","Hennie Osvaldo","re: patrol schedule changes",2014-01-06,"12:44",52,48,"Work related"
"158","Loreto Bodrogi","Inga Ferro","re: patrol schedule changes",2014-01-06,"12:44",52,54,"Work related"
"159","Loreto Bodrogi","Ingrid Barranco","re: plants",2014-01-06,"12:48",52,23,"Non-work related"
"160","Willem Vasco-Pais","Orhan Strum","re: ipo",2014-01-06,"12:56",21,25,"Work related"
"161","Anda Ribera","Valeria Morlun","favor - borrow hedge trimmer",2014-01-06,"13:01",2,34,"Work related"
"162","Orhan Strum","Willem Vasco-Pais","re: ipo",2014-01-06,"13:05",25,21,"Work related"
"163","Benito Hawelon","Adan Morlun","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,35,"Work related"
"164","Benito Hawelon","Claudio Hawelon","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,32,"Work related"
"165","Benito Hawelon","Valeria Morlun","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,34,"Work related"
"166","Benito Hawelon","Varro Awelon","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,28,"Work related"
"167","Benito Hawelon","Albina Hafon","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,30,"Work related"
"168","Benito Hawelon","Emile Arpa","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,27,"Work related"
"169","Benito Hawelon","Irene Nant","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,37,"Work related"
"170","Benito Hawelon","Dante Coginian","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,29,"Work related"
"171","Felix Resumir","Hideki Cocinaro","re: inspection request for site",2014-01-06,"13:08",51,53,"Work related"
"172","Felix Resumir","Inga Ferro","re: inspection request for site",2014-01-06,"13:08",51,54,"Work related"
"173","Felix Resumir","Varja Lagos","re: inspection request for site",2014-01-06,"13:08",51,45,"Work related"
"174","Felix Resumir","Kanon Herrero","re: inspection request for site",2014-01-06,"13:08",51,44,"Work related"
"175","Felix Resumir","Stenig Fusil","re: inspection request for site",2014-01-06,"13:08",51,46,"Work related"
"176","Felix Resumir","Hennie Osvaldo","re: inspection request for site",2014-01-06,"13:08",51,48,"Work related"
"177","Felix Resumir","Isia Vann","re: inspection request for site",2014-01-06,"13:08",51,49,"Work related"
"178","Felix Resumir","Edvard Vann","re: inspection request for site",2014-01-06,"13:08",51,50,"Work related"
"179","Felix Resumir","Loreto Bodrogi","re: inspection request for site",2014-01-06,"13:08",51,52,"Work related"
"180","Bertrand Ovan","Emile Arpa","facilities preparations for vip visit",2014-01-06,"13:14",26,27,"Work related"
"181","Bertrand Ovan","Varro Awelon","facilities preparations for vip visit",2014-01-06,"13:14",26,28,"Work related"
"182","Bertrand Ovan","Dante Coginian","facilities preparations for vip visit",2014-01-06,"13:14",26,29,"Work related"
"183","Bertrand Ovan","Albina Hafon","facilities preparations for vip visit",2014-01-06,"13:14",26,30,"Work related"
"184","Bertrand Ovan","Benito Hawelon","facilities preparations for vip visit",2014-01-06,"13:14",26,31,"Work related"
"185","Bertrand Ovan","Claudio Hawelon","facilities preparations for vip visit",2014-01-06,"13:14",26,32,"Work related"
"186","Bertrand Ovan","Henk Mies","facilities preparations for vip visit",2014-01-06,"13:14",26,33,"Work related"
"187","Bertrand Ovan","Valeria Morlun","facilities preparations for vip visit",2014-01-06,"13:14",26,34,"Work related"
"188","Bertrand Ovan","Adan Morlun","facilities preparations for vip visit",2014-01-06,"13:14",26,35,"Work related"
"189","Bertrand Ovan","Cecilia Morluniau","facilities preparations for vip visit",2014-01-06,"13:14",26,36,"Work related"
"190","Bertrand Ovan","Irene Nant","facilities preparations for vip visit",2014-01-06,"13:14",26,37,"Work related"
"191","Bertrand Ovan","Dylan Scozzese","facilities preparations for vip visit",2014-01-06,"13:14",26,38,"Work related"
"192","Felix Balas","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"13:16",15,17,"Work related"
"193","Felix Balas","Lars Azada","re: wellhead flow rate data",2014-01-06,"13:16",15,14,"Work related"
"194","Ingrid Barranco","Loreto Bodrogi","re: plants",2014-01-06,"13:21",23,52,"Non-work related"
"195","Birgitta Frente","Lars Azada","re: wellhead flow rate data",2014-01-06,"13:23",17,14,"Work related"
"196","Birgitta Frente","Felix Balas","re: wellhead flow rate data",2014-01-06,"13:23",17,15,"Work related"
"197","Carla Forluniau","Mat Bramar","question - protocol for vip visit",2014-01-06,"13:24",6,1,"Work related"
"198","Carla Forluniau","Anda Ribera","question - protocol for vip visit",2014-01-06,"13:24",6,2,"Work related"
"199","Carla Forluniau","Rachel Pantanal","question - protocol for vip visit",2014-01-06,"13:24",6,3,"Work related"
"200","Carla Forluniau","Linda Lagos","question - protocol for vip visit",2014-01-06,"13:24",6,4,"Work related"
"201","Carla Forluniau","Ruscella Mies Haber","question - protocol for vip visit",2014-01-06,"13:24",6,5,"Work related"
"202","Carla Forluniau","Cornelia Lais","question - protocol for vip visit",2014-01-06,"13:24",6,7,"Work related"
"203","Loreto Bodrogi","Ingrid Barranco","re: plants",2014-01-06,"13:26",52,23,"Non-work related"
"204","Anda Ribera","Mat Bramar","re: craft night",2014-01-06,"13:29",2,1,"Non-work related"
"205","Anda Ribera","Rachel Pantanal","re: craft night",2014-01-06,"13:29",2,3,"Non-work related"
"206","Anda Ribera","Linda Lagos","re: craft night",2014-01-06,"13:29",2,4,"Non-work related"
"207","Anda Ribera","Ruscella Mies Haber","re: craft night",2014-01-06,"13:29",2,5,"Non-work related"
"208","Anda Ribera","Carla Forluniau","re: craft night",2014-01-06,"13:29",2,6,"Non-work related"
"209","Anda Ribera","Cornelia Lais","re: craft night",2014-01-06,"13:29",2,7,"Non-work related"
"210","Claudio Hawelon","Irene Nant","route suggestion for next shift",2014-01-06,"13:35",32,37,"Work related"
"211","Claudio Hawelon","Cecilia Morluniau","route suggestion for next shift",2014-01-06,"13:35",32,36,"Work related"
"212","Claudio Hawelon","Dylan Scozzese","route suggestion for next shift",2014-01-06,"13:35",32,38,"Work related"
"213","Hennie Osvaldo","Kanon Herrero","concert tickets",2014-01-06,"13:42",48,44,"Non-work related"
"214","Cornelia Lais","Mat Bramar","re: craft night",2014-01-06,"13:48",7,1,"Non-work related"
"215","Cornelia Lais","Anda Ribera","re: craft night",2014-01-06,"13:48",7,2,"Non-work related"
"216","Cornelia Lais","Rachel Pantanal","re: craft night",2014-01-06,"13:48",7,3,"Non-work related"
"217","Cornelia Lais","Linda Lagos","re: craft night",2014-01-06,"13:48",7,4,"Non-work related"
"218","Cornelia Lais","Ruscella Mies Haber","re: craft night",2014-01-06,"13:48",7,5,"Non-work related"
"219","Cornelia Lais","Carla Forluniau","re: craft night",2014-01-06,"13:48",7,6,"Non-work related"
"220","Valeria Morlun","Anda Ribera","re: favor - borrow hedge trimmer",2014-01-06,"13:49",34,2,"Work related"
"221","Cecilia Morluniau","Ingrid Barranco","supplies",2014-01-06,"13:54",36,23,"Work related"
"222","Anda Ribera","Valeria Morlun","re: favor - borrow hedge trimmer",2014-01-06,"13:59",2,34,"Work related"
"223","Adan Morlun","Claudio Hawelon","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,32,"Work related"
"224","Adan Morlun","Benito Hawelon","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,31,"Work related"
"225","Adan Morlun","Henk Mies","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,33,"Work related"
"226","Adan Morlun","Dylan Scozzese","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,38,"Work related"
"227","Adan Morlun","Valeria Morlun","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,34,"Work related"
"228","Adan Morlun","Irene Nant","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,37,"Work related"
"229","Adan Morlun","Dante Coginian","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,29,"Work related"
"230","Adan Morlun","Emile Arpa","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,27,"Work related"
"231","Adan Morlun","Varro Awelon","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,28,"Work related"
"232","Varro Awelon","Benito Hawelon","re: don't text and drive!",2014-01-06,"14:01",28,31,"Work related"
"233","Varro Awelon","Cecilia Morluniau","re: don't text and drive!",2014-01-06,"14:01",28,36,"Work related"
"234","Varro Awelon","Albina Hafon","re: don't text and drive!",2014-01-06,"14:01",28,30,"Work related"
"235","Varro Awelon","Dante Coginian","re: don't text and drive!",2014-01-06,"14:01",28,29,"Work related"
"236","Varro Awelon","Claudio Hawelon","re: don't text and drive!",2014-01-06,"14:01",28,32,"Work related"
"237","Dante Coginian","Lucas Alcazar","congratulations on your service anniversary",2014-01-06,"14:05",29,40,"Work related"
"238","Nils Calixto","Sven Flecha","re: gt-seismicprocessorpro bug report",2014-01-06,"14:16",42,43,"Work related"
"239","Willem Vasco-Pais","Orhan Strum","re: ipo",2014-01-06,"14:19",21,25,"Work related"
"240","Benito Hawelon","Claudio Hawelon","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,32,"Work related"
"241","Benito Hawelon","Dante Coginian","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,29,"Work related"
"242","Benito Hawelon","Valeria Morlun","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,34,"Work related"
"243","Benito Hawelon","Albina Hafon","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,30,"Work related"
"244","Benito Hawelon","Emile Arpa","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,27,"Work related"
"245","Benito Hawelon","Cecilia Morluniau","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,36,"Work related"
"246","Benito Hawelon","Adan Morlun","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,35,"Work related"
"247","Benito Hawelon","Varro Awelon","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,28,"Work related"
"248","Axel Calzas","Lars Azada","meeting",2014-01-06,"14:22",10,14,"Work related"
"249","Dante Coginian","Valeria Morlun","re: new refueling policies - effective february 1",2014-01-06,"14:23",29,34,"Work related"
"250","Dante Coginian","Albina Hafon","re: new refueling policies - effective february 1",2014-01-06,"14:23",29,30,"Work related"
"251","Dante Coginian","Varro Awelon","re: new refueling policies - effective february 1",2014-01-06,"14:23",29,28,"Work related"
"252","Dante Coginian","Benito Hawelon","re: new refueling policies - effective february 1",2014-01-06,"14:23",29,31,"Work related"
"253","Benito Hawelon","Dante Coginian","re: route suggestion for next shift",2014-01-06,"14:26",31,29,"Work related"
"254","Benito Hawelon","Albina Hafon","re: route suggestion for next shift",2014-01-06,"14:26",31,30,"Work related"
